TimestampRx	TimestampTx	AccX	AccY	AccZ	MagnX	MagnY	MagnZ	GyroX	GyroY	GyroZ	qW	qX	qY	qZ	HDR_AccX	HDR_AccY	HDR_AccZ
31	55579	158	30	-1001	96	-431	-532	-3.5625	-2.125	-0.6875	0.04406519	0.8608283	-0.506683	-0.01746928	0	0	0
15	55599	196	62	-942	78	-432	-529	-0.8125	4.375	-1.3125	0.04921555	0.8499098	-0.5244574	-0.0132474	0	0	0
15	55619	240	82	-984	51	-430	-542	-4.75	2.8125	1.8125	0.0522564	0.8376212	-0.5436978	-0.007256706	0	0	0
15	55639	251	43	-994	33	-422	-532	-2.125	3.25	6.4375	0.05548381	0.8264709	-0.5602344	-0.002177574	0	0	0
31	55659	258	87	-949	36	-418	-541	-1.25	3.8125	10.3125	0.05908875	0.814486	-0.5771605	0.002594816	0	0	0
15	55679	179	2	-976	35	-418	-544	-0.875	2.125	17.75	0.06073084	0.8011699	-0.5953004	0.007488949	0	0	0
15	55699	189	-56	-1031	37	-418	-549	1.0625	3.6875	21.375	0.06143486	0.7886066	-0.6116961	0.01237505	0	0	0
31	55719	223	-46	-1054	48	-414	-550	-1.3125	2.1875	28.625	0.06211903	0.7757522	-0.627741	0.01705504	0	0	0
15	55738	191	-81	-872	57	-414	-558	-1.875	-1.5	34.3125	0.06290404	0.7633875	-0.6424721	0.02262996	0	0	0
15	55758	133	-47	-915	82	-412	-564	-5.125	6.0625	30.375	0.06031031	0.7553948	-0.6519127	0.02740923	0	0	0
15	55778	19	-186	-989	95	-414	-561	-2.0625	3.5	24.375	0.05217567	0.7548372	-0.6531113	0.03072822	0	0	0
31	55798	111	-130	-954	138	-414	-561	-4.25	1.5	24.75	0.04679193	0.7544016	-0.6538401	0.03438026	0	0	0
15	55818	65	-183	-982	171	-416	-546	1.1875	3.75	31.625	0.04037846	0.7565994	-0.6515592	0.03738392	0	0	0
15	55838	97	-135	-978	199	-423	-536	-4	0.9375	37.375	0.03363691	0.7601816	-0.6476356	0.03950407	0	0	0
15	55858	27	-183	-981	238	-421	-517	-6.4375	0.625	41.625	0.02738225	0.7649043	-0.6422734	0.04070116	0	0	0
31	55878	-21	-177	-968	260	-430	-491	-4.4375	2.375	35.9375	0.01853694	0.774076	-0.631599	0.03931049	0	0	0
15	55898	5	-179	-998	287	-434	-460	-2.25	2.8125	26.375	0.01027228	0.7836479	-0.6199528	0.0380652	0	0	0
15	55918	-75	-142	-1003	298	-441	-434	-2	2.25	23	0.00369616	0.7925479	-0.6086759	0.03698391	0	0	0
31	55937	-21	-165	-1012	313	-451	-393	-2.4375	2.4375	22.8125	-0.002270787	0.8009015	-0.5977637	0.03507293	0	0	0
15	55957	-125	-128	-1026	322	-453	-376	-4	3	15.25	-0.007597757	0.8092639	-0.5865592	0.03134623	0	0	0
15	55977	-87	-139	-932	328	-450	-346	-1.0625	1.8125	7.25	-0.01250011	0.8173001	-0.5753675	0.02857689	0	0	0
15	55997	-58	-102	-997	330	-457	-330	-1.25	1.1875	10.9375	-0.01638533	0.8239063	-0.5658916	0.02601001	0	0	0
31	56017	-44	-204	-959	327	-463	-307	-1.875	3.625	18.4375	-0.02021262	0.8293818	-0.5578613	0.02253938	0	0	0
15	56037	-125	-62	-981	331	-462	-287	-1.3125	1.5	21.125	-0.02302001	0.8338179	-0.5512401	0.01876745	0	0	0
15	56057	-114	-34	-982	332	-462	-273	-1.0625	0.75	21.4375	-0.02460652	0.8375989	-0.5455185	0.01523878	0	0	0
31	56077	-106	-30	-965	324	-465	-261	-0.875	1.8125	17.0625	-0.02501866	0.8410262	-0.5403183	0.01025802	0	0	0
15	56097	-78	-72	-1010	325	-461	-251	-1.0625	1.5	14	-0.02541191	0.8442688	-0.5352847	0.005888883	0	0	0
31	56117	-95	-96	-1003	319	-464	-252	-2	1.25	19.3125	-0.02592417	0.8467697	-0.5313166	0.003430469	0	0	0
